Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Sarker P., Norasi H., Koenig J., Hallbeck M.S., Mirka G.",57212249376;57209531901;57201578913;57223009669;7004357571;,Effects of break scheduling strategies on subjective and objective measures of neck and shoulder muscle fatigue in asymptomatic adults performing a standing task requiring static neck flexion,2021,Applied Ergonomics,92,,103311,,,,,10.1016/j.apergo.2020.103311,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097763899&doi=10.1016%2fj.apergo.2020.103311&partnerID=40&md5=99659f82a30f3e24c82f66779e931fd9,Cervical spine; Electromyography; Musculoskeletal disorder; Neck pain; Work-rest cycle,Ergonomics; Physical therapy; Head/neck; Muscle fatigues; Non-neutral; Scheduling strategies; Standing tasks; Subjective and objective measures; Surface electromyography; Muscle; adult; ankle; Article; back; body position; cervical spine; controlled study; data analysis; electromyography; extensor muscle; female; foot; human; human experiment; Iowa; knee; male; measurement; muscle fatigue; musculoskeletal disease; neck flexion; neck muscle; neck pain; normal human; quantitative analysis; rating scale; shoulder muscle; trapezius muscle; university student; work rest cycle; wrist,Article,Final,,Scopus,2-s2.0-85097763899
"Jezl V., Grgurević D., Vitale K.",57223044234;57223037630;6603606874;,Nurses at risk of injuries-critical points [Kritične točke rizika od ozljeda na radu medicinskih sestara],2021,Sigurnost,63,1,,65,75,,,10.31306/s.63.1.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104573634&doi=10.31306%2fs.63.1.5&partnerID=40&md5=6a763bcf5caf126969a6cae8d911bb18,Biological risk; Chemical risk; Ergonomic risk; Nurses; Occupational injuries; Physical risk; Psychosocial risk,,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85104573634
"Yazdani A., Sabbagh Novin R.",57208065928;57132998000;,Posture estimation and optimization in ergonomically intelligent teleoperation systems,2021,ACM/IEEE International Conference on Human-Robot Interaction,,,3446350,604,606,,,10.1145/3434074.3446350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102732838&doi=10.1145%2f3434074.3446350&partnerID=40&md5=55de857c71718fd015920392c5af6580,Ergonomics; Postural optimization; Posture estimation; Teleoperation,Agricultural robots; Ergonomics; Man machine systems; Online systems; Remote control; Human comforts; Human operator; Leader robots; Offline; Physical human-robot interactions; Posture estimation; Teleoperation systems; Social robots,Conference Paper,Final,,Scopus,2-s2.0-85102732838
"Schwerha D.J., McNamara N., Nussbaum M.A., Kim S.",6507979135;57222079329;7102451255;55718638500;,Adoption potential of occupational exoskeletons in diverse enterprises engaged in manufacturing tasks,2021,International Journal of Industrial Ergonomics,82,,103103,,,,,10.1016/j.ergon.2021.103103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101222543&doi=10.1016%2fj.ergon.2021.103103&partnerID=40&md5=59bb90137aa1db80da62848f386fc78c,Assistive technologies; Industrial/workplace ergonomics; Interventions; Musculoskeletal system; Physical ergonomics,Human resource management; Personnel training; Adverse effect; Benefits and costs; Manufacturing tasks; Physical demand; Repetitive task; Small to medium-sized enterprise; Space constraints; Training program; Exoskeleton (Robotics),Article,Final,,Scopus,2-s2.0-85101222543
"Schettino S., Minette L.J., Andrade Lima R.C., Pedroso Nascimento G.S., Caçador S.S., Leme Vieira M.P.",56845826600;15832383400;57221621274;57218193478;57203461973;57221618753;,Forest harvesting in rural properties: Risks and worsening to the worker's health under the ergonomics approach,2021,International Journal of Industrial Ergonomics,82,,103087,,,,,10.1016/j.ergon.2021.103087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099635904&doi=10.1016%2fj.ergon.2021.103087&partnerID=40&md5=f55cf65b477a0d4b3a8f9f7517ed4830,Ergonomic risk; Forest management; Forest work; Worker's health,Ergonomics; Forestry; Harvesting; Health hazards; Health risks; Occupational diseases; Thermal load; Biomechanical evaluation; Cross-sectional study; Environmental noise; Forest based industries; Musculoskeletal disorders; Physical workloads; Raw material supply; Wet-bulb globe temperatures; Occupational risks; Article; cross-sectional study; environmental factor; environmental temperature; ergonomics; forest worker; heat; human; leg injury; manual labor; musculoskeletal disease; occupational accident; occupational disease; occupational exposure; occupational hazard; physical activity; priority journal; risk assessment; risk factor; rural area; spine injury; work environment; workload,Article,Final,,Scopus,2-s2.0-85099635904
"Gandolfi M.G., Zamparini F., Spinelli A., Risi A., Prati C.",7005240959;56800964700;57217137222;6506922712;7006322243;,Musculoskeletal disorders among italian dentists and dental hygienists,2021,International Journal of Environmental Research and Public Health,18,5,2705,1,20,,,10.3390/ijerph18052705,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102139056&doi=10.3390%2fijerph18052705&partnerID=40&md5=3416d3b1aa889be94b1d91eb4e644913,Dental ergonomics; Dental hygienists; Dental professionals; Dentists; Functional mobilization; Nordic musculoskeletal questionnaire (NMQ); Physical activity; Posturology; Work-related musculoskeletal disorders (WMSD); Working habits,dental health; health worker; logistics; muscle; occupational exposure; physical activity; regression analysis; skeleton; adult; Article; controlled study; cross-sectional study; dental hygienist; dental procedure; dentist; dentist attitude; disease association; ergonomics; female; human; Italian (citizen); Italy; job stress; knowledge; lifestyle; lumbar region; major clinical study; male; mobilization; musculoskeletal disease; neck; Nordic Musculoskeletal questionnaire; observational study; occupational disease; occupational health; physical activity; prevalence; quality of life; questionnaire; risk factor; sex difference; shoulder; working time; wrist; dental hygienist; dentist; musculoskeletal disease; occupational disease; Italy; Cross-Sectional Studies; Dental Hygienists; Dentists; Ergonomics; Female; Humans; Italy; Male; Musculoskeletal Diseases; Occupational Diseases; Prevalence; Risk Factors; Surveys and Questionnaires,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85102139056
"Raiszadeh K., Tapicer J., Taitano L., Wu J., Shahidi B.",57222644257;42162352200;57222547562;57222547819;55444385000;,In-clinic versus web-based multidisciplinary exercise-based rehabilitation for treatment of low back pain: Prospective clinical trial in an integrated practice unit model,2021,Journal of Medical Internet Research,23,3, e22548,,,,,10.2196/22548,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103144226&doi=10.2196%2f22548&partnerID=40&md5=8a3cdf84e243fd05f0371b2f976cda2e,Integrated practice unit; Low back pain; Online therapy; Physical therapy; Rehabilitation; Telehealth,"opiate; acupuncture; adult; aged; analgesia; backache; body position; chiropractic; clinic-based multidisciplinary therapy in an integrated practice unit; clinical outcome; cohort analysis; conservative treatment; controlled study; convenience sample; disability; ergonomics; female; functional assessment; human; injection; intervertebral disk degeneration; linear regression analysis; low back pain; major clinical study; male; mindfulness; muscle training; numeric rating scale; nutrition; online integrated multidisciplinary therapy; Oswestry Disability Index; outcome assessment; Patient Specific Functional Scale; physical examination; physiotherapist; predictor variable; prospective study; psychosocial disorder; radiculopathy; resistance training; Review; scoliosis; spine fracture; spine surgery; spondylolisthesis; stenosis; telerehabilitation; adolescent; Internet; kinesiotherapy; low back pain; middle aged; procedures; treatment outcome; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Cohort Studies; Exercise Therapy; Female; Humans; Internet; Low Back Pain; Male; Middle Aged; Prospective Studies; Treatment Outcome; Young Adult",Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85103144226
"Davison C., Cotrim T.P., Gonçalves S.",57209747059;56025713900;57209747973;,Ergonomic assessment of musculoskeletal risk among a sample of Portuguese emergency medical technicians,2021,International Journal of Industrial Ergonomics,82,,103077,,,,,10.1016/j.ergon.2020.103077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099502880&doi=10.1016%2fj.ergon.2020.103077&partnerID=40&md5=0e5ca22bdf982a069b9d2a3238789dd2,Emergency medical technicians; REBA; Work-related musculoskeletal disorders,Diseases; Ergonomics; Health risks; Musculoskeletal system; Stairs; Emergency medical technicians; Ergonomic assessment; First responders; Health and safety; Health care professionals; Medical emergency; Musculoskeletal disorders; Patient handling; Risk assessment; adult; age; ambulance; Article; body mass; body position; body weight; ergonomics; female; high risk population; human; low risk population; male; middle aged; musculoskeletal disease; patient transport; physical capacity; population risk; Portuguese (citizen); priority journal; REBA score; rescue personnel; risk assessment; sex difference; visual analog scale,Article,Final,,Scopus,2-s2.0-85099502880
"Faust A.M., Ahmed S.N., Johnston L.B., Harmon J.B.",57219218391;56595409800;57219218373;57219217985;,Teaching methodologies for improving dental students’ implementation of ergonomic operator and patient positioning,2021,Journal of Dental Education,85,3,,370,378,,,10.1002/jdd.12438,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091729760&doi=10.1002%2fjdd.12438&partnerID=40&md5=24652b655d34f783d4377c0071f0f2a9,dental students; ergonomic; interprofessional; patient positioning; posture; teaching,"abduction; adult; article; body position; case control study; clinical practice; cohort analysis; controlled study; dental student; ergonomics; female; human; major clinical study; male; mandible; maxilla; patient positioning; physical therapy student; preclinical study; randomized controlled trial; school dentistry; shoulder; skill; spine; teaching; tooth; occupational disease; patient positioning; teaching; Case-Control Studies; Ergonomics; Humans; Occupational Diseases; Patient Positioning; Students, Dental; Teaching",Article,Final,,Scopus,2-s2.0-85091729760
"D'Antonio E., Galofaro E., Zenzeri J., Patané F., Konczak J., Casadio M., Masia L.",57203838033;57197792870;35333418000;8900790700;6701798328;9735851100;8900790600;,Robotic Assessment of Wrist Proprioception During Kinaesthetic Perturbations: A Neuroergonomic Approach,2021,Frontiers in Neurorobotics,15,,640551,,,,1,10.3389/fnbot.2021.640551,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102695892&doi=10.3389%2ffnbot.2021.640551&partnerID=40&md5=48b4e7a5ef4a2c1acce997913b02d75e,biomechanics; motor control; multi-joint; proprioception; robotic assessment; static perturbation,Ability testing; Degrees of freedom (mechanics); Neurology; Sensory feedback; Clinical evaluation; Clinical practices; Experimental conditions; External perturbations; Motor control and learning; Neurological disease; Perturbation amplitude; Quantitative measurement; Robotics; abduction; adduction; adult; anisotropy; arm movement; Article; biomechanics; body position; brain damage; controlled study; ergonomics; female; forearm; human; human experiment; kinesthesia; male; normal human; physical performance; prediction; pronation; robotics; sensory feedback; social participation; supination,Article,Final,,Scopus,2-s2.0-85102695892
"Kodithuwakku Arachchige S.N.K., Chander H., Turner A.J., Knight A.C.",57207314154;55515739900;57205630612;51763594100;,Impact of prolonged exposure to a slippery surface on postural stability,2021,International Journal of Environmental Research and Public Health,18,5,2214,1,10,,,10.3390/ijerph18052214,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101192761&doi=10.3390%2fijerph18052214&partnerID=40&md5=0e1c68f10937ba3dfb7b20723658421c,Balance; Chronic; Dry; Ergonomics; Extended; Load-carrying; Occupational falls,health risk; occupational exposure; physical activity; posture; public health; variance analysis; walking; adolescent; adult; body equilibrium; falling; fatigue; gait; human; male; walking; workload; young adult; Accidental Falls; Adolescent; Adult; Fatigue; Gait; Humans; Male; Postural Balance; Walking; Workload; Young Adult,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85101192761
"Bernard F., Zare M., Murie C., Sagot J.-C.",57194063757;24829808600;57221096872;35768385000;,Physical and cognitive dimensions: Towards a necessary consideration in aviation maintainability [Dimensions physiques et cognitives: vers une nécessaire prise en compte en maintenabilité aéronautique],2021,Archives des Maladies Professionnelles et de l'Environnement,82,2,,170,183,,,10.1016/j.admp.2020.10.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098213390&doi=10.1016%2fj.admp.2020.10.004&partnerID=40&md5=4ccdba726f4d1542258ed00a79832468,Aeronautics; Aéronautique; Ergonomics; Ergonomie; Maintainability; Maintenabilité; Maintenance; Maintenance; Physiologie; Physiology,adult; Article; cognition; controlled study; ergonomics; exercise; heart rate; helicopter; human; human experiment; knowledge; male; mental load; normal human; occupational hazard; occupational health; occupational health service; occupational safety; operator; personal experience; physical activity; sport; task performance; workload,Article,Final,,Scopus,2-s2.0-85098213390
"Turakhia D.G., Qi Y., Blumberg L.-G., Wong A., Mueller S.",56039441800;57222259555;57201421991;57222261967;55479874800;,Can Physical Tools that Adapt their Shape based on a Learner's Performance Help in Motor Skill Training?,2021,"TEI 2021 - Proceedings of the 15th International Conference on Tangible, Embedded, and Embodied Interaction",,,17,,,,,10.1145/3430524.3440636,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102061568&doi=10.1145%2f3430524.3440636&partnerID=40&md5=6161a7e525c1d0c0f69afc43a83c8dd0,adaptive physical interfaces; motor skill training; tangible interfaces for learning,Basketball; Adaptive tools; Learning gain; Motor skills; Motor tasks; Physical tool; Shape adaptation; Task difficulty; Training tools; Ergonomics,Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85102061568
